"Item Name","Level","Description","Gil","Stock","Rate"
"pebble","1","[Ammo] All Races
DPS: 109 
LV 1 WAR MNK WHM BLM THF DRK BST BRD RNG NIN DRG SMN","100","1","0.0193743"
"pebble x99","1","[Ammo] All Races
DPS: 109 
LV 1 WAR MNK WHM BLM THF DRK BST BRD RNG NIN DRG SMN","5000","0","1.35625"
"pedant cape","76","[Back] All Races

LV 76 WHM BLM RDM BRD SMN SCH GEO","20000","0","0.0391822"
"peeled crayfish","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100","0","0"
"peeled crayfish x99","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","16000","0","0.021826"
"peeled lobster","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","500","0","0"
"peeled lobster x99","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","4000","0","0"
"peiste belt","59","[Waist] All Races

LV 59 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","9000","0","0"
"peiste belt +1","59","[Waist] All Races

LV 59 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","200000","0","0.0165442"
"peiste dart","50","[Ammo] All Races
DPS: 556 
LV 50 WAR RDM THF DRK NIN COR RUN","5000","1","0.0306056"
"peiste dart x99","50","[Ammo] All Races
DPS: 556 
LV 50 WAR RDM THF DRK NIN COR RUN","777777","0","0"
"peiste mantle","59","[Back] All Races

LV 59 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","5000","2","0.0319873"
"peiste mantle +1","59","[Back] All Races

LV 59 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","29805","0","0"
"peiste skin","0","","5000","7","4.65022"
"peiste skin x12","0","","50000","2",""
"peiste stinger","0","","10000","8","0.991748"
"peiste stinger x12","0","","40000","4",""
"pelazoea","0","","1000","0","0"
"pellet belt","1","[Waist] All Races

LV 1 WAR MNK WHM BLM THF DRK BST BRD RNG NIN DRG SMN","5000","0","0.0535246"
"pelt of Dawon","0","","10000","2","0.785205"
"pelt of Dawon x12","0","","4000000","0",""
"pelte","8","[Sub] All Races

LV 8 WHM BLM RDM PLD DRK SMN BLU SCH GEO RUN","10000","1","0.633711"
"penance cuffs","50","[Hands] All Races

LV 50 SMN","900000","0","0"
"penance hat","50","[Head] All Races

LV 50 SMN","100000","0","0.0921811"
"penance robe","50","[Body] All Races

LV 50 SMN","1000000","0","0"
"penance sabots","50","[Feet] All Races

LV 50 SMN","100000","0","0.0223394"
"penance slops","50","[Legs] All Races

LV 50 SMN","600000","0","0"
"pendragon's belt","67","[Waist] All Races

LV 67 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","150000","2","0"
"penitent's rope","60","[Waist] All Races

LV 60 WHM BLM RDM BRD SMN BLU SCH GEO","27500","1","1.06961"
"pennon earring","61","[Ear] All Races

LV 61 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.312705"
"pennon earring +1","61","[Ear] All Races

LV 61 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","250000","0","0"
"penumbral brass ingot","0","","2000","3","0.0254553"
"penumbral brass ingot x12","0","","0","",""
"pephredo hive chip","0","","1000","3","1.67709"
"pephredo hive chip x12","0","","20000","0","4.88725"
"pepper biscuit","0","","3000","0","0"
"pepper biscuit x12","0","","5000","0","0"
"pepperoni pizza","0","","5500","2","0"
"pepperoni pizza +1","0","","5000","0","0"
"percept bow","87","[Ranged] All Races
DPS: 1033 
LV 87 RNG","30000","1","0.301423"
"percolator","0","","50000","0","1.36489"
"percolator x12","0","","0","","0"
"peridot","0","","15000","8","4.56707"
"peridot earring","31","[Ear] All Races

LV 31 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0"
"peridot ring","36","[Finger] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0.157723"
"peridot x12","0","","50000","1","0.026076"
"perle brayettes","78","[Legs] All Races

LV 78 WAR PLD DRK BST SAM DRG","20000","3","2.44173"
"perle hauberk","78","[Body] All Races

LV 78 WAR PLD DRK BST SAM DRG","40000","3","2.52111"
"perle moufles","78","[Hands] All Races

LV 78 WAR PLD DRK BST SAM DRG","20000","1","2.67465"
"perle salade","78","[Head] All Races

LV 78 WAR PLD DRK BST SAM DRG","20000","2","2.52109"
"perle sollerets","78","[Feet] All Races

LV 78 WAR PLD DRK BST SAM DRG","20000","3","1.85182"
"persikos","0","","1000","0","2.80095"
"persikos au lait tank","1","[Back] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","2","0"
"persikos x12","0","","10000","4","1.14026"
"Pet Food Alpha biscuit","12","[Ammo] All Races
DPS: 3571 
LV 12 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000000","0","0"
"Pet Food Alpha biscuit x12","12","[Ammo] All Races
DPS: 3571 
LV 12 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3750","0","1.31023"
"Pet Food Beta biscuit","24","[Ammo] All Races
DPS: 10714 
LV 24 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","97250000","0","0"
"Pet Food Beta biscuit x12","24","[Ammo] All Races
DPS: 10714 
LV 24 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","1.49703"
"Pet Food Delta biscuit","48","[Ammo] All Races
DPS: 35294 
LV 48 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","500","0","0"
"Pet Food Delta biscuit x12","48","[Ammo] All Races
DPS: 35294 
LV 48 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","3.55606"
"Pet Food Epsilon biscuit","60","[Ammo] All Races
DPS: 49412 
LV 60 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","2000","1","0.0976987"
"Pet Food Epsilon biscuit x12","60","[Ammo] All Races
DPS: 49412 
LV 60 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","3.86029"
"Pet Food Eta biscuit","84","[Ammo] All Races
DPS: 19170 
LV 84 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","1","0.14476"
"Pet Food Eta biscuit x12","84","[Ammo] All Races
DPS: 19170 
LV 84 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","0","6.97521"
"Pet Food Gamma biscuit","36","[Ammo] All Races
DPS: 21429 
LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","777","0","0"
"Pet Food Gamma biscuit x12","36","[Ammo] All Races
DPS: 21429 
LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","1","1.3752"
"Pet Food Theta biscuit","96","[Ammo] All Races
DPS: 47405 
LV 96 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","3","0.768335"
"Pet Food Theta biscuit x12","96","[Ammo] All Races
DPS: 47405 
LV 96 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","25000","1","7.81598"
"Pet Food Zeta biscuit","72","[Ammo] All Races
DPS: 63529 
LV 72 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0.215704"
"Pet Food Zeta biscuit x12","72","[Ammo] All Races
DPS: 63529 
LV 72 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","3","8.33671"
"pet poultice","1","[Ammo] All Races
DPS: 429 
LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0"
"pet poultice x99","1","[Ammo] All Races
DPS: 429 
LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","40000","0","0.36426"
"pet roborant","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0"
"pet roborant x99","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","0","0.0208092"
"petrified log","0","","5000","8","6.43181"
"petrified log x12","0","","30000","23",""
"phalaenopsis","0","","1000","1","0.011317"
"phalaenopsis x12","0","","30000","0","0"
"phalanx ring","50","[Finger] All Races

LV 50 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.471882"
"Phanauet newt","0","","4000","0","0.0256726"
"phantom earring","60","[Ear] All Races

LV 60 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.810946"
"phantom earring +1","60","[Ear] All Races

LV 60 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","200000","0","0.096031"
"phantom fleuret","65","[Main] All Races
DPS: 964 
LV 65 WAR RDM PLD BRD DRG COR DNC","40000","0","0.149833"
"phantom tathlum","66","[Ammo] All Races

LV 66 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","1.5084"
"phantom tathlum x12","66","[Ammo] All Races

LV 66 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","2700000","0","0"
"pharaoh's bow","63","[Ranged] All Races
DPS: 600 
LV 63 WAR RDM THF PLD DRK BST RNG SAM NIN","10000","0","0"
"phial of miasmal counteragent","0","","5000","1","0.290647"
"phial of miasmal counteragent x12","0","","50000","0","0.241783"
"phial of osseous serum","0","","2000","0","0"
"phial of osseous serum x12","0","","9000","0","0.0230656"
"phial of spectral serum","0","","2000","1","0"
"phial of spectral serum x12","0","","20000","0","0"
"phial of volant serum","0","","2000","0","0.0225444"
"phial of volant serum x12","0","","6000","0","0.135807"
"philomath stole","61","[Neck] All Races

LV 61 BLM RDM BRD BLU PUP","3000","0","0.236381"
"philosopher's stone","0","","10000","35","6.42108"
"philosopher's stone x12","0","","100000","13","0.956888"
"phoenix feather","0","","10000","31","3.80503"
"phoenix feather x12","0","","30000","13","3.63393"
"phrenic torque","92","[Neck] All Races

LV 92 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","40000","1","0.655487"
"Phrygian earring","86","[Ear] All Races

LV 86 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","2","0.980627"
"Phrygian earring +1","86","[Ear] All Races

LV 86 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","400000","0","0.0640783"
"Phrygian gold ingot","0","","6000","3","1.27989"
"Phrygian gold ingot x12","0","","180000","0","0.086483"
"Phrygian gold sheet","0","","10000","3","0"
"Phrygian gold sheet x12","0","","0","0","0"
"Phrygian ring","80","[Finger] All Races

LV 80 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","1","0"
"Phrygian ring +1","80","[Finger] All Races

LV 80 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","4","0","0"
"physical earring","10","[Ear] All Races

LV 10 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.37049"
"piccolo","9","[Ranged] All Races

LV 9 BRD","3000","1","0.210322"
"piccolo +1","9","[Ranged] All Races

LV 9 BRD","20000","0","0.480399"
"piceous scale","0","","5000","1","5.51964"
"pick belt","30","[Waist] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3020","0","0.0188658"
"pickaxe","0","","1000","4","1.78849"
"pickaxe x99","0","","5000","0","2.6143"
"pickled herring","0","","1000","0","0"
"pickled herring x12","0","","10000","0","0.165827"
"piece of ancient lumber","0","","8000","8","1.48553"
"piece of ancient lumber x12","0","","90000","12","3.84737"
"piece of angel skin","0","","30000","3","6.44555"
"piece of angel skin x12","0","","3000000","4",""
"piece of arrowwood lumber","0","","100","0","0.127712"
"piece of arrowwood lumber x12","0","","2000","3","5.00134"
"piece of ash lumber","0","","3000","2","1.06668"
"piece of ash lumber x12","0","","15000","6","3.09658"
"piece of beech lumber","0","","5000","5","0.439689"
"piece of beech lumber x12","0","","40000","0","0.18136"
"piece of bewitched ash lumber","0","","1000","1","0"
"piece of bewitched ash lumber x12","0","","50005","0","0"
"piece of bloodwood lumber","0","","50000","4","0.976646"
"piece of bloodwood lumber x12","0","","200000","4","0.921109"
"piece of bubble chocolate","0","","80000000","0","0.0809423"
"piece of bubble chocolate x12","0","","5000","0","0.147659"
"piece of cassia lumber","0","","10000","3","0.0540113"
"piece of cassia lumber x12","0","","30000","0","0"
"piece of chestnut lumber","0","","4000","1","0.701413"
"piece of chestnut lumber x12","0","","6250","0","0.778821"
"piece of crawler cocoon","0","","100","0","3.20556"
"piece of crawler cocoon x12","0","","5000","4",""
"piece of divine lumber","0","","8000","1","1.68394"
"piece of divine lumber x12","0","","100000","1","0.156566"
"piece of dogwood lumber","0","","2000","1","0.89536"
"piece of dogwood lumber x12","0","","3000","2","0.0717135"
"piece of eastern pottery","0","","1000","1","0.152896"
"piece of ebony lumber","0","","10000","11","3.31478"
"piece of ebony lumber x12","0","","30000","11","5.3124"
"piece of elm lumber","0","","3000","1","0.663539"
"piece of elm lumber x12","0","","30000","18","3.02682"
"piece of ether holly","0","","10000","5","0.304531"
"piece of ether holly x12","0","","25000","0","0"
"piece of ethereal oak lumber","0","","5000","1","0.0811738"
"piece of ethereal oak lumber x12","0","","120000","0","0"
"piece of exorcismal oak lumber","0","","3117","0","0"
"piece of exorcismal oak lumber x12","0","","11","0","0"
"piece of Feyweald lumber","0","","3000","0","0.0394498"
"piece of Feyweald lumber x12","0","","10000","0","0.0288052"
"piece of habu skin","0","","2000","7","0.114256"
"piece of habu skin x12","0","","20000","0",""
"piece of hefty oak lumber","0","","1000","3","0.0319249"
"piece of hefty oak lumber x12","0","","0","",""
"piece of holly lumber","0","","2000","0","2.02987"
"piece of holly lumber x12","0","","10000","0","0.357931"
"piece of jacaranda lumber","0","","10000","3","1.11307"
"piece of jacaranda lumber x12","0","","250000","0","1.00605"
"piece of lacquer tree lumber","0","","2000","2","1.57489"
"piece of lacquer tree lumber x12","0","","27000","0","0"
"piece of lancewood lumber","0","","20000","9","0.71227"
"piece of lancewood lumber x12","0","","90000","1","0.403469"
"piece of lauan lumber","0","","1000","0","0.149772"
"piece of lauan lumber x12","0","","2000","1","1.12162"
"piece of mahogany heartwood","0","","1000","2","0.0255321"
"piece of mahogany heartwood x12","0","","0","",""
"piece of mahogany lumber","0","","8000","1","2.53702"
"piece of mahogany lumber x12","0","","38000","21","4.92528"
"piece of maple lumber","0","","500","2","0.186094"
"piece of maple lumber x12","0","","10000","1","0.545002"
"piece of oak lumber","0","","5000","0","2.13319"
"piece of oak lumber x12","0","","20000","9","2.95938"
"piece of oxblood","0","","40000","9","3.65121"
"piece of oxblood x12","0","","150000","3",""
"piece of pie dough","0","","300","0","0"
"piece of pie dough x12","0","","3000","0","0.586771"
"piece of pizza dough","0","","1000","0","0"
"piece of pizza dough x12","0","","8000","0","0.0158343"
"piece of raisin bread","0","","3000","2","0.366055"
"piece of raisin bread x12","0","","6000","0","0.00727859"
"piece of rattan lumber","0","","1000","0","0.0634027"
"piece of rattan lumber x12","0","","10000","1","1.37769"
"piece of rosewood lumber","0","","30000","1","2.75451"
"piece of rosewood lumber x12","0","","40000","4","2.92752"
"piece of rotten meat","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0.110673"
"piece of rotten meat x12","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","4000","1","1.79283"
"piece of sanctified lumber","0","","10","0","0"
"piece of sanctified lumber x12","0","","0","","0"
"piece of steel walnut lumber","0","","20000","0","0"
"piece of steel walnut lumber x12","0","","120001","0","0"
"piece of teak lumber","0","","5000","5","0.403992"
"piece of teak lumber x12","0","","50000","2","0.0977198"
"piece of thunder coral","0","","10000","11","0.0554375"
"piece of thunder coral x12","0","","0","",""
"piece of vivified coral","0","","2000","0","1.01657"
"piece of vivified coral x12","0","","100000","0","0.0516931"
"piece of walnut lumber","0","","1000","6","0.236221"
"piece of walnut lumber x12","0","","10000","3","1.58559"
"piece of willow lumber","0","","1000","2","0.144177"
"piece of willow lumber x12","0","","4000","2","0.280801"
"piece of wisteria lumber","0","","2000","2","1.61242"
"piece of wisteria lumber x12","0","","20000","12","1.31638"
"piece of witch nougat","0","","4","1","0"
"piece of witch nougat x12","0","","5500","0","0.0394197"
"piece of yellow ginseng","0","","500","2","0.0140832"
"piece of yellow ginseng x12","0","","10000","0","0.0449"
"piece of yew lumber","0","","1000","2","0.1479"
"piece of yew lumber x12","0","","5000","1","0.88329"
"piercing dagger","9","[Main] All Races
DPS: 164 
LV 9 WAR BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN SCH GEO","20000","1","0"
"pigaches","53","[Feet] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","30000","2","0"
"pigaches +1","53","[Feet] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","0","","0"
"pigeon earring","33","[Ear] All Races

LV 33 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.54694"
"pigeon earring +1","33","[Ear] All Races

LV 33 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","0","0.0305995"
"pigeon's blood ruby","0","","5000","7","2.19205"
"pigeon's blood ruby x12","0","","100000","1",""
"pike","11","[Main] All Races
DPS: 341 
LV 11 DRG","10000","0","0.694112"
"pile of answer sheets","0","","10000","5","1.56422"
"pile of red gravel","0","","5000","2","0.00932307"
"pile of red gravel x12","0","","0","0",""
"pile of relic iron","0","","10000","15","3.59204"
"pile of relic iron x12","0","","40000","2",""
"pilferer's aspis","30","[Sub] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","2","0.01283"
"pilferer's earring","30","[Ear] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.0219383"
"pilferer's mantle","30","[Back] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","15000","0","0"
"pilgrim tunica","1","[Body] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.407004"
"Pil's tuille","0","","280000","41","1.46727"
"Pil's tuille x12","0","","965000","0",""
"pinch of black pepper","0","","5000","2","0.318002"
"pinch of black pepper x12","0","","10000","1","0.738773"
"pinch of bomb ash","0","","2000","9","1.92535"
"pinch of bomb ash x12","0","","10000","0","5.67731"
"pinch of cluster ash","0","","1000","1","0.129258"
"pinch of cluster ash x12","0","","10000","0","0.171327"
"pinch of djinn ash","0","","1000","0","1.21947"
"pinch of djinn ash x12","0","","11000","2","2.21611"
"pinch of dried marjoram","0","","500","1","0.0341427"
"pinch of dried marjoram x12","0","","2000","1","2.01183"
"pinch of dried mugwort","0","","2000","1","1.92218"
"pinch of dried mugwort x12","0","","65000","0","0.197018"
"pinch of gold dust","0","","1000","1","0.0153621"
"pinch of gold dust x12","0","","10000","1","0.503345"
"pinch of minium","0","","10000","2","1.12943"
"pinch of minium x12","0","","1168","0","0"
"pinch of paralysis dust","0","","2000","0","0.0175262"
"pinch of paralysis dust x12","0","","12000","0","0.553418"
"pinch of poison dust","0","","1000","2","0.268708"
"pinch of poison dust x12","0","","5000","2","0.997301"
"pinch of prism powder","0","","1000","3","1.18383"
"pinch of prism powder x12","0","","10000","51","7.71787"
"pinch of rainbow powder","0","","2000","1","0.0177141"
"pinch of rainbow powder x12","0","","5000","0","1.61277"
"pinch of sulfur","0","","2000","0","0.407137"
"pinch of sulfur x12","0","","20000","1","3.98926"
"pinch of twinkle powder","0","","5000","1","0.109686"
"pinch of twinkle powder x12","0","","5000","0","0.164456"
"pinch of Valkurm sunsand","0","","50000","4","1.5518"
"pinch of Valkurm sunsand x12","0","","480000","0","0"
"pinch of venom dust","0","","1000","1","0.368523"
